"county_fips_code","state_fips_code","pop2020"
"16001","16",494399
"16003","16",4447
"16005","16",88795
"16007","16",6143
"16009","16",9430
"16011","16",47202
"16013","16",23426
"16015","16",8065
"16017","16",46817
"16019","16",122134
"16021","16",12656
"16023","16",2646
"16025","16",1130
"16027","16",237053
"16029","16",7123
"16031","16",24277
"16033","16",852
"16035","16",8846
"16037","16",4249
"16039","16",27448
"16041","16",14215
"16043","16",13218
"16045","16",18703
"16047","16",15618
"16049","16",16823
"16051","16",30581
"16053","16",24578
"16055","16",170628
"16057","16",40830
"16059","16",8054
"16061","16",3838
"16063","16",5358
"16065","16",40318
"16067","16",21216
"16069","16",40755
"16071","16",4520
"16073","16",12133
"16075","16",24771
"16077","16",7643
"16079","16",12911
"16081","16",12501
"16083","16",88411
"16085","16",11792
"16087","16",10360
"17001","17",64783
"17003","17",5497
"17005","17",16262
"17007","17",52777
"17009","17",6546
"17011","17",32303
"17013","17",4616
"17015","17",14241
"17017","17",11925
"17019","17",209192
"17021","17",32075
"17023","17",15268
"17025","17",13079
"17027","17",37398
"17029","17",50383
"17031","17",5108284
"17033","17",18512
"17035","17",10649
"17037","17",104491
"17039","17",15368
"17041","17",19510
"17043","17",917481
"17045","17",16858
"17047","17",6356
"17049","17",34065
"17051","17",21264
"17053","17",12949
"17055","17",38060
"17057","17",33690
"17059","17",4793
"17061","17",12702
"17063","17",50993
"17065","17",8084
"17067","17",17422
"17069","17",3808
"17071","17",6535
"17073","17",48411
"17075","17",26711
"17077","17",56675
"17079","17",9465
"17081","17",37235
"17083","17",21616
"17085","17",21239
"17087","17",12358
"17089","17",531010
"17091","17",108594
"17093","17",130638
"17095","17",49053
"17097","17",693593
"17099","17",107571
"17101","17",15467
"17103","17",33647
"17105","17",35414
"17107","17",28383
"17109","17",29295
"17111","17",305888
"17113","17",171256
"17115","17",103015
"17117","17",44567
"17119","17",262635
"17121","17",37045
"17123","17",11309
"17125","17",13173
"17127","17",13636
"17129","17",12068
"17131","17",15225
"17133","17",34739
"17135","17",28045
"17137","17",33400
"17139","17",14347
"17141","17",50306
"17143","17",177652
"17145","17",20664
"17147","17",16355
"17149","17",15239
"17151","17",4142
"17153","17",5201
"17155","17",5716
"17157","17",31351
"17159","17",15507
"17161","17",140907
"17163","17",258046
"17165","17",23182
"17167","17",193882
"17169","17",6738
"17171","17",4950
"17173","17",21299
"17175","17",5262
"17177","17",43831
"17179","17",130777
"17181","17",16498
"17183","17",74855
"17185","17",11190
"17187","17",16696
"17189","17",13764
"17191","17",16031
"17193","17",13364
"17195","17",54656
"17197","17",688726
"17199","17",66415
"17201","17",281295
"17203","17",38091
"18001","18",35839
"18003","18",382187
"18005","18",84447
"18007","18",8741
"18009","18",11782
"18011","18",69347
"18013","18",15112
"18015","18",20228
"18017","18",37388
"18019","18",119266
"18021","18",26246
"18023","18",32206
"18025","18",10629
"18027","18",33505
"18029","18",49824
"18031","18",26584
"18033","18",43670
"18035","18",113454
"18037","18",42542
"18039","18",206161
"18041","18",22892
"18043","18",78936
"18045","18",16511
"18047","18",22761
"18049","18",20018
"18051","18",33825
"18053","18",65225
"18055","18",32203
"18057","18",344238
"18059","18",79553
"18061","18",40682
"18063","18",173251
"18065","18",48033
"18067","18",82732
"18069","18",36395
"18071","18",44222
"18073","18",33440
"18075","18",20416
"18077","18",32110
"18079","18",27515
"18081","18",160607
"18083","18",36522
"18085","18",78988
"18087","18",40119
"18089","18",487536
"18091","18",109663
"18093","18",45496
"18095","18",129681
"18097","18",966183
"18099","18",46108
"18101","18",10079
"18103","18",35328
"18105","18",148219
"18107","18",38365
"18109","18",70707
"18111","18",13907
"18113","18",47832
"18115","18",5892
"18117","18",19651
"18119","18",20833
"18121","18",16871
"18123","18",19154
"18125","18",12378
"18127","18",170980
"18129","18",25275
"18131","18",12388
"18133","18",37469
"18135","18",24191
"18137","18",28448
"18139","18",16649
"18141","18",271484
"18143","18",23788
"18145","18",44871
"18147","18",20225
"18149","18",23049
"18151","18",34831
"18153","18",20578
"18155","18",10724
"18157","18",196115
"18159","18",15227
"18161","18",7119
"18163","18",182447
"18165","18",15329
"18167","18",106608
"18169","18",30784
"18171","18",8194
"18173","18",63269
"18175","18",28213
"18177","18",65778
"18179","18",28142
"18181","18",24165
"18183","18",34378
"19001","19",7059
"19003","19",3588
"19005","19",13642
"19007","19",12430
"19009","19",5481
"19011","19",25414
"19013","19",130786
"19015","19",26277
"19017","19",25311
"19019","19",21287
"19021","19",19772
"19023","19",14333
"19025","19",9473
"19027","19",19914
"19029","19",12817
"19031","19",18485
"19033","19",42103
"19035","19",11190
"19037","19",11834
"19039","19",9353
"19041","19",15976
"19043","19",17321
"19045","19",46392
"19047","19",16834
"19049","19",96963
"19051","19",9051
"19053","19",7769
"19055","19",16937
"19057","19",38708
"19059","19",17549
"19061","19",97590
"19063","19",9095
"19065","19",19258
"19067","19",15480
"19069","19",9971
"19071","19",6729
"19073","19",8795
"19075","19",12217
"19077","19",10737
"19079","19",14716
"19081","19",10507
"19083","19",16575
"19085","19",13928
"19087","19",19697
"19089","19",9176
"19091","19",9473
"19093","19",6833
"19095","19",16138
"19097","19",19205
"19099","19",37148
"19101","19",18347
"19103","19",153740
"19105","19",20617
"19107","19",10085
"19109","19",14680
"19111","19",33480
"19113","19",227854
"19115","19",11011
"19117","19",8518
"19119","19",11756
"19121","19",16521
"19123","19",22370
"19125","19",33168
"19127","19",39495
"19129","19",14766
"19131","19",10647
"19133","19",8598
"19135","19",7770
"19137","19",9935
"19139","19",42394
"19141","19",13679
"19143","19",5987
"19145","19",15073
"19147","19",8845
"19149","19",25219
"19151","19",6607
"19153","19",494281
"19155","19",93328
"19157","19",18381
"19159","19",4801
"19161","19",9603
"19163","19",173216
"19165","19",11430
"19167","19",35043
"19169","19",98237
"19171","19",16801
"19173","19",6092
"19175","19",12157
"19177","19",7069
"19179","19",34985
"19181","19",52265
"19183","19",21992
"19185","19",6415
"19187","19",35934
"19189","19",10277
"19191","19",19862
"19193","19",103138
"19195","19",7359
"19197","19",12416
"20001","20",12399
"20003","20",7949
"20005","20",16015
"20007","20",4358
"20009","20",25658
"20011","20",14435
"20013","20",9482
"20015","20",66992
"20017","20",2586
"20019","20",3230
"20021","20",19681
"20023","20",2600
"20025","20",1963
"20027","20",8025
"20029","20",8642
"20031","20",8158
"20033","20",1690
"20035","20",34628
"20037","20",38730
"20039","20",2776
"20041","20",18266
"20043","20",7496
"20045","20",122530
"20047","20",2750
"20049","20",2507
"20051","20",28671
"20053","20",6034
"20055","20",35917
"20057","20",33094
"20059","20",25703
"20061","20",32218
"20063","20",2621
"20065","20",2389
"20067","20",7077
"20069","20",5954
"20071","20",1196
"20073","20",5868
"20075","20",2425
"20077","20",5336
"20079","20",34291
"20081","20",3923
"20083","20",1779
"20085","20",13171
"20087","20",19032
"20089","20",2833
"20091","20",607220
"20093","20",3745
"20095","20",6974
"20097","20",2456
"20099","20",19586
"20101","20",1518
"20103","20",82246
"20105","20",2986
"20107","20",9654
"20109","20",2732
"20111","20",33045
"20113","20",28448
"20115","20",11652
"20117","20",9652
"20119","20",4029
"20121","20",34334
"20123","20",5879
"20125","20",31502
"20127","20",5559
"20129","20",2538
"20131","20",10121
"20133","20",15929
"20135","20",2768
"20137","20",5328
"20139","20",15770
"20141","20",3439
"20143","20",5712
"20145","20",6366
"20147","20",5181
"20149","20",24722
"20151","20",9127
"20153","20",2511
"20155","20",61793
"20157","20",4536
"20159","20",9362
"20161","20",73202
"20163","20",4827
"20165","20",2947
"20167","20",6804
"20169","20",53926
"20171","20",4790
"20173","20",519907
"20175","20",21038
"20177","20",175999
"20179","20",2520
"20181","20",5777
"20183","20",3544
"20185","20",4046
"20187","20",1969
"20189","20",5388
"20191","20",22578
"20193","20",7702
"20195","20",2758
"20197","20",6906
"20199","20",1536
"20201","20",5427
"20203","20",2074
"20205","20",8362
"20207","20",3015
"20209","20",165265
"21001","21",19555
"21003","21",21303
"21005","21",22833
"21007","21",7769
"21009","21",44300
"21011","21",12481
"21013","21",25482
"21015","21",135396
"21017","21",19901
"21019","21",46516
"21021","21",30367
"21023","21",8286
"21025","21",12550
"21027","21",20537
"21029","21",82182
"21031","21",12703
"21033","21",12687
"21035","21",39300
"21037","21",94020
"21039","21",4692
"21041","21",10730
"21043","21",26542
"21045","21",16066
"21047","21",71478
"21049","21",36463
"21051","21",19631
"21053","21",10110
"21055","21",8847
"21057","21",6523
"21059","21",101978
"21061","21",12235
"21063","21",7372
"21065","21",14109
"21067","21",324735
"21069","21",14603
"21071","21",34974
"21073","21",51118
"21075","21",5952
"21077","21",8779
"21079","21",17719
"21081","21",25387
"21083","21",36818
"21085","21",26480
"21087","21",10995
"21089","21",34865
"21091","21",8742
"21093","21",111309
"21095","21",25566
"21097","21",18920
"21099","21",19013
"21101","21",44740
"21103","21",16067
"21105","21",4364
"21107","21",44662
"21109","21",13340
"21111","21",767452
"21113","21",54057
"21115","21",22002
"21117","21",167949
"21119","21",14512
"21121","21",31022
"21123","21",14431
"21125","21",61238
"21127","21",15436
"21129","21",7268
"21131","21",9637
"21133","21",21213
"21135","21",13262
"21137","21",24466
"21139","21",9041
"21141","21",27416
"21143","21",8133
"21145","21",65644
"21147","21",17071
"21149","21",9075
"21151","21",94265
"21153","21",12017
"21155","21",19314
"21157","21",31163
"21159","21",11031
"21161","21",17035
"21163","21",28616
"21165","21",6502
"21167","21",21889
"21169","21",10058
"21171","21",10549
"21173","21",28186
"21175","21",13142
"21177","21",30457
"21179","21",46450
"21181","21",7234
"21183","21",23899
"21185","21",66999
"21187","21",11017
"21189","21",4331
"21191","21",14586
"21193","21",25456
"21195","21",57057
"21197","21",12218
"21199","21",65530
"21201","21",2136
"21203","21",16750
"21205","21",24682
"21207","21",17998
"21209","21",58470
"21211","21",49611
"21213","21",18635
"21215","21",19585
"21217","21",25707
"21219","21",12448
"21221","21",14776
"21223","21",8481
"21225","21",14443
"21227","21",134510
"21229","21",12147
"21231","21",20209
"21233","21",12923
"21235","21",36451
"21237","21",7106
"21239","21",26765
"22001","22",61918
"22003","22",25440
"22005","22",128665
"22007","22",21621
"22009","22",39966
"22011","22",37881
"22013","22",12983
"22015","22",127275
"22017","22",237479
"22019","22",203310
"22021","22",9839
"22023","22",7003
"22025","22",9226
"22027","22",15508
"22029","22",18914
"22031","22",27650
"22033","22",439729
"22035","22",6589
"22037","22",18882
"22039","22",33276
"22041","22",19723
"22043","22",22254
"22045","22",68991
"22047","22",32070
"22049","22",15574
"22051","22",432346
"22053","22",31208
"22055","22",246518
"22057","22",97596
"22059","22",15021
"22061","22",46552
"22063","22",143737
"22065","22",10635
"22067","22",24227
"22069","22",37655
"22071","22",389476
"22073","22",152439
"22075","22",23113
"22077","22",21529
"22079","22",128567
"22081","22",8286
"22083","22",20014
"22085","22",23803
"22087","22",47647
"22089","22",52987
"22091","22",10081
"22093","22",20727
"22095","22",42516
"22097","22",81440
"22099","22",52954
"22101","22",48330
"22103","22",263446
"22105","22",136765
"22107","22",4178
"22109","22",109859
"22111","22",22170
"22113","22",59378
"22115","22",47894
"22117","22",45773
"22119","22",37943
"22121","22",26792
"22123","22",10646
"22125","22",15465
"22127","22",13839
"23001","23",108547
"23003","23",66804
"23005","23",298111
"23007","23",29986
"23009","23",55088
"23011","23",122955
"23013","23",39951
"23015","23",34775
"23017","23",58132
"23019","23",151655
"23021","23",16996
"23023","23",36044
"23025","23",50635
"23027","23",39923
"23029","23",31473
"23031","23",209066
"24001","24",70057
"24003","24",582777
"24005","24",826017
"24009","24",93072
"24011","24",33492
"24013","24",169092
"24015","24",103419
"24017","24",164436
"24019","24",31853
"24021","24",265161
"24023","24",28852
"24025","24",256805
"24027","24",328200
"24029","24",19192
"24031","24",1051816
"24033","24",909612
"24035","24",51167
"24037","24",114687
"24039","24",25453
"24041","24",36972
"24043","24",151146
"24045","24",103990
"24047","24",52403
"24510","24",586131
"25001","25",213164
"25003","25",124571
"25005","25",566765
"25007","25",17461
"25009","25",791263
"25011","25",70267
"25013","25",463986
"25015","25",161401
"25017","25",1609379
"25019","25",11376
"25021","25",709409
"25023","25",523738
"25025","25",801582
"25027","25",829212
"26001","26",10505
"26003","26",9015
"26005","26",118927
"26007","26",28238
"26009","26",23449
"26011","26",14953
"26013","26",8164
"26015","26",62061
"26017","26",102387
"26019","26",17852
"26021","26",153025
"26023","26",43424
"26025","26",133580
"26027","26",51584
"26029","26",26105
"26031","26",25365
"26033","26",36958
"26035","26",30771
"26037","26",79753
"26039","26",13981
"26041","26",35612
"26043","26",25112
"26045","26",110148
"26047","26",33342
"26049","26",404794
"26051","26",25424
"26053","26",13842
"26055","26",93592
"26057","26",40283
"26059","26",45658
"26061","26",35126
"26063","26",30653
"26065","26",290609
"26067","26",64553
"26069","26",25140
"26071","26",11066
"26073","26",69504
"26075","26",156920
"26077","26",265988
"26079","26",18003
"26081","26",658708
"26083","26",2119
"26085","26",11587
"26087","26",87635
"26089","26",21743
"26091","26",97808
"26093","26",192335
"26095","26",6126
"26097","26",10839
"26099","26",870791
"26101","26",24738
"26103","26",65834
"26105","26",29164
"26107","26",43907
"26109","26",22608
"26111","26",83441
"26113","26",15152
"26115","26",150568
"26117","26",63476
"26119","26",9337
"26121","26",173883
"26123","26",49348
"26125","26",1253459
"26127","26",26819
"26129","26",20923
"26131","26",5656
"26133","26",23466
"26135","26",8368
"26137","26",24765
"26139","26",294635
"26141","26",12665
"26143","26",23986
"26145","26",189868
"26147","26",159293
"26149","26",60848
"26151","26",40747
"26153","26",8104
"26155","26",67738
"26157","26",52289
"26159","26",75474
"26161","26",366473
"26163","26",1740623
"26165","26",33743
"27001","27",15848
"27003","27",359921
"27005","27",34456
"27007","27",47442
"27009","27",40958
"27011","27",4923
"27013","27",68241
"27015","27",24846
"27017","27",35769
"27019","27",106565
"27021","27",29928
"27023","27",11758
"27025","27",56794
"27027","27",64690
"27029","27",9017
"27031","27",5417
"27033","27",11242
"27035","27",65644
"27037","27",431807
"27039","27",20987
"27041","27",38328
"27043","27",13601
"27045","27",21135
"27047","27",30364
"27049","27",46318
"27051","27",6026
"27053","27",1268408
"27055","27",18632
"27057","27",21783
"27059","27",41429
"27061","27",45268
"27063","27",9768
"27065","27",16416
"27067","27",43130
"27069","27",4214
"27071","27",12059
"27073","27",6527
"27075","27",10639
"27077","27",3754
"27079","27",28741
"27081","27",5568
"27083","27",25271
"27085","27",35710
"27087","27",5473
"27089","27",9321
"27091","27",19484
"27093","27",23341
"27095","27",26146
"27097","27",33187
"27099","27",40150
"27101","27",8155
"27103","27",34482
"27105","27",21400
"27107","27",6338
"27109","27",159298
"27111","27",58741
"27113","27",13874
"27115","27",29359
"27117","27",9121
"27119","27",30900
"27121","27",11277
"27123","27",547903
"27125","27",4046
"27127","27",15079
"27129","27",14403
"27131","27",67084
"27133","27",9301
"27135","27",15117
"27137","27",198538
"27139","27",150689
"27141","27",98811
"27143","27",14715
"27145","27",162038
"27147","27",36596
"27149","27",9765
"27151","27",9176
"27153","27",24732
"27155","27",3218
"27157","27",21642
"27159","27",13807
"27161","27",18550
"27163","27",265476
"27165","27",10792
"27167","27",6161
"27169","27",50485
"27171","27",140249
"27173","27",9580
"28001","28",30275
"28003","28",36889
"28005","28",12205
"28007","28",18004
"28009","28",8351
"28011","28",30142
"28013","28",14241
"28015","28",9732
"28017","28",16951
"28019","28",8063
"28021","28",8911
"28023","28",15299
"28025","28",19352
"28027","28",21564
"28029","28",27933
"28031","28",18518
"28033","28",188275
"28035","28",75009
"28037","28",7657
"28039","28",24425
"28041","28",13477
"28043","28",20610
"28045","28",48000
"28047","28",208801
"28049","28",227966
"28051","28",16726
"28053","28",7827
"28055","28",1220
"28057","28",23261
"28059","28",143802
"28061","28",16332
"28063","28",6997
"28065","28",10890
"28067","28",67993
"28069","28",9521
"28071","28",54408
"28073","28",64165
"28075","28",73751
"28077","28",12480
"28079","28",22741
"28081","28",85466
"28083","28",27854
"28085","28",33936
"28087","28",58309
"28089","28",106871
"28091","28",24441
"28093","28",35301
"28095","28",35123
"28097","28",9661
"28099","28",28996
"28101","28",20866
"28103","28",10236
"28105","28",49789
"28107","28",33848
"28109","28",55876
"28111","28",11862
"28113","28",38997
"28115","28",32461
"28117","28",25013
"28119","28",6760
"28121","28",155975
"28123","28",28061
"28125","28",4160
"28127","28",26629
"28129","28",15779
"28131","28",18360
"28133","28",24740
"28135","28",13707
"28137","28",28539
"28139","28",21748
"28141","28",19275
"28143","28",9392
"28145","28",28866
"28147","28",14294
"28149","28",44841
"28151","28",42837
"28153","28",20317
"28155","28",9676
"28157","28",8351
"28159","28",17845
"28161","28",11982
"28163","28",26982
"29001","29",25399
"29003","29",17586
"29005","29",5096
"29007","29",24835
"29009","29",35818
"29011","29",11592
"29013","29",16242
"29015","29",19627
"29017","29",12111
"29019","29",182991
"29021","29",86530
"29023","29",42178
"29025","29",9051
"29027","29",44887
"29029","29",46414
"29031","29",79512
"29033","29",8554
"29035","29",5991
"29037","29",106806
"29039","29",14322
"29041","29",7360
"29043","29",90655
"29045","29",6830
"29047","29",253463
"29049","29",20553
"29051","29",76191
"29053","29",17102
"29055","29",23739
"29057","29",7568
"29059","29",17219
"29061","29",8283
"29063","29",10944
"29065","29",15481
"29067","29",13344
"29069","29",28878
"29071","29",104469
"29073","29",14566
"29075","29",6484
"29077","29",294997
"29079","29",9595
"29081","29",8321
"29083","29",22076
"29085","29",9586
"29087","29",4232
"29089","29",10001
"29091","29",40262
"29093","29",10098
"29095","29",705925
"29097","29",121648
"29099","29",226543
"29101","29",54219
"29103","29",3940
"29105","29",35895
"29107","29",33006
"29109","29",38175
"29111","29",9810
"29113","29",60119
"29115","29",11830
"29117","29",14413
"29119","29",22900
"29121","29",15095
"29123","29",12113
"29125","29",8795
"29127","29",28423
"29129","29",3558
