"fips","name","websites"
"06013","Contra Costa Health Services","[""https://www.contracostahealth.org/""]"
"08041","El Paso County Public Health","[""http://www.elpasocountyhealth.org"",""https://www.facebook.com/ElPasoCountyPublicHealth"",""https://twitter.com/EPCPublicHealth""]"
"51640","Galax City Health Department","[""http://www.vdh.state.va.us/LHD/mtrogers/galax.htm""]"
"53025","Grant County Health District","[""http://www.granthealth.org""]"
"51650","Hampton City Health District","[""http://www.vdh.state.va.us/lhd/Hampton/index.htm""]"
"27055","Houston County Public Health","[""http://www.houstoncounty.govoffice2.com""]"
"19103","Johnson County Public Health","[""http://www.johnson-county.com/publichealth""]"
"40071","Kay County Health Department","[""http://www.health.state.ok.us/chds/kay/index.html""]"
"01081","Lee County Health Department","[""http://www.alabamapublichealth.gov/lee/index.html"",""https://www.facebook.com/LeeCountyHD/""]"
"17103","Lee County Health Department","[""http://www.lchd.com""]"
"19111","Lee County Health Department","[""http://www.leecountyhd.org"",""https://www.facebook.com/leecountyhealthdepartment""]"
"37105","Lee County Health Department","[""http://www.leecountync.gov/""]"
"39091","Logan County Health District","[""http://www.loganhealth.org""]"
"19121","Madison County Public Health","[""http://www.madisoncoia.us""]"
"30057","Madison County Public Health","[""https://madisoncountymt.gov/230/Public-Health""]"
"39097","Madison County Public Health","[""http://www.co.madison.oh.us/services/public_health/index.php"",""https://www.facebook.com/Madison-County-Health-Department-126626977347396/"",""https://twitter.com/MadisonCountyph""]"
"51710","Norfolk City Health District","[""http://www.norfolk.gov/pub_health"",""https://www.facebook.com/NorfolkPublicHealth""]"
"36069","Ontario County Public Health","[""http://www.ontariocountypublichealth.com/""]"
"27069","Quin County Community Health","[""http://www.co.marshall.mn.us/departments/community_health_services/index.php""]"
"27089","Quin County Community Health","[""http://www.co.marshall.mn.us/departments/community_health_services/index.php""]"
"27113","Quin County Community Health","[""http://www.co.marshall.mn.us/departments/community_health_services/index.php""]"
"27125","Quin County Community Health","[""http://www.co.marshall.mn.us/departments/community_health_services/index.php""]"
"27135","Quin County Community Health","[""http://www.co.marshall.mn.us/departments/community_health_services/index.php""]"
"51770","Roanoke City Health District","[""http://www.vdh.state.va.us/lhd/alleghany/roanoke""]"
"31153","Sarpy/Cass Health Department","[""http://sarpycasshealthdepartment.org/"",""https://www.facebook.com/SarpyCassHealth/"",""https://twitter.com/SarpyCassHealth""]"
"31025","Sarpy/Cass Health Department","[""http://sarpycasshealthdepartment.org/"",""https://www.facebook.com/SarpyCassHealth/"",""https://twitter.com/SarpyCassHealth""]"
"36101","Steuben County Public Health","[""http://www.steubencony.org/PublicHealth"",""https://www.facebook.com/SCNYPublicHealth"",""https://twitter.com/SteubenCoHealth""]"
"08001","Tri-County Health Department","[""http://www.tchd.org""]"
"08005","Tri-County Health Department","[""http://www.tchd.org""]"
"08035","Tri-County Health Department","[""http://www.tchd.org""]"
"29063","Tri-County Health Department","[""http://tricounty.lphamo.org/""]"
"29075","Tri-County Health Department","[""http://tricounty.lphamo.org/""]"
"29227","Tri-County Health Department","[""http://tricounty.lphamo.org/""]"
"49047","Tri-County Health Department","[""http://www.tricountyhealth.com""]"
"49013","Tri-County Health Department","[""http://www.tricountyhealth.com""]"
"49009","Tri-County Health Department","[""http://www.tricountyhealth.com""]"
"39159","Union County Health District","[""http://www.uchd.net""]"
"38099","Walsh County Health District","[""https://www.co.walsh.nd.us/health"",""https://www.facebook.com/walshcountyhealth""]"
"39169","Wayne County Health District","[""http://www.wayneohio.org""]"
"39175","Wyandot County Public Health","[""http://www.wyandothealth.com/""]"
"01007","Bibb County Health Department","[""http://www.alabamapublichealth.gov/bibb/index.html"",""https://www.facebook.com/BibbCHD""]"
"17005","Bond County Health Department","[""http://www.bchd.us"",""https://www.facebook.com/BondCountyHD/"",""https://twitter.com/BondCountyHD""]"
"19019","Buchanan County Public Health","[""http://www.buchanancountyiowa.org/services/public_health/index.php""]"
"17017","Cass County Health Department","[""https://www.casscohealth.org"",""https://www.facebook.com/Cass-County-Health-Department-166307846760640/"",""https://twitter.com/casscohealth""]"
"29037","Cass County Health Department","[""http://www.casscountyhealth.com"",""https://www.facebook.com/CassHealthDepartment"",""https://twitter.com/CassHealthDept""]"
"48067","Cass County Health Department","[""http://www.geocities.com/hotsprings/7149""]"
"36017","Chenango County Public Health","[""http://www.co.chenango.ny.us""]"
"01027","Clay County Health Department","[""http://www.alabamapublichealth.gov/clay/index.html"",""https://www.facebook.com/ClayCHD""]"
"12019","Clay County Health Department","[""http://clay.floridahealth.gov"",""https://www.facebook.com/FLDepartmentofHealth"",""https://twitter.com/HealthyFla""]"
"17025","Clay County Health Department","[""http://www.healthdept.org""]"
"18021","Clay County Health Department","[""http://www.claycountyin.gov/?q=health""]"
"20027","Clay County Health Department","[""http://www.cckansas.org""]"
"37043","Clay County Health Department","[""http://www.clayhdnc.us""]"
"54015","Clay County Health Department","[""https://cchd.wv.gov""]"
"29051","Cole County Health Department","[""http://www.colehealth.org""]"
"29057","Dade County Health Department","[""http://dadecountyhealthdept.com""]"
"01045","Dale County Health Department","[""http://www.alabamapublichealth.gov/dale/index.html"",""https://www.facebook.com/DaleCHD""]"
"37055","Dare County Health Department","[""http://www.co.dare.nc.us/health""]"
"55033","Dunn County Health Department","[""https://www.co.dunn.wi.us/publichealth""]"
"39043","Erie County Health Department","[""http://www.echdohio.org"",""https://www.facebook.com/eriecohealth"",""https://twitter.com/ECHD_Ohio""]"
"27047","Freeborn County Public Health","[""http://www.co.freeborn.mn.us""]"
"39053","Gallia County Health District","[""http://www.galliacohealth.org"",""https://www.facebook.com/GalliaCountyHealthDepartment""]"
"39055","Geauga County Health District","[""http://www.geaugacountyhealth.org""]"
"04007","Gila County Health Department","[""http://co.gila.az.us/index.php"",""https://www.facebook.com/Gila-County-Health-and-Emergency-Management-1591371651074501""]"
"20063","Gove County Health Department","[""http://www.kalhd.org/en/cms/?414""]"
"20069","Gray County Health Department","[""http://www.grayco.org""]"
"01065","Hale County Health Department","[""http://www.alabamapublichealth.gov/hale/index.html"",""https://www.facebook.com/Hale-County-Health-Department-1553933844819271/?fref=ts""]"
"19079","Hamilton County Public Health","[""http://www.hamiltoncountypublichealth.com""]"
"39061","Hamilton County Public Health","[""http://www.hamiltoncountyhealth.org""]"
"48209","Hays County Health Department","[""http://www.co.hays.tx.us/departments/healthservices/healthservices.asp""]"
"27053","Hennepin County Public Health","[""http://www.hennepin.us""]"
"30041","Hill County Health Department","[""https://hillcountyhealth.com/"",""https://www.facebook.com/hillcountyhealth/"",""https://twitter.com/HillCoHealthDep""]"
"39075","Holmes County Health District","[""http://holmeshealth.org""]"
"48221","Hood County Health Department","[""http://www.co.hood.tx.us/healthdepartment.htm""]"
"37095","Hyde County Health Department","[""http://www.hydecounty.org/government/health_dept.asp"",""https://www.facebook.com/HydeCountyHealthDepartment""]"
"06027","Inyo County Health Department","[""http://www.inyocounty.us/publichealth/""]"
"19095","Iowa County Health Department","[""http://www.co.iowa.ia.us""]"
"55049","Iowa County Health Department","[""http://www.iowacounty.org/departments/health/health.shtml""]"
"55051","Iron County Health Department","[""http://www.ironcountywi.org/depts/health.htm""]"
"19099","Jasper County Home Care Aides","[""http://www.co.jasper.ia.us/home_care_aides.htm""]"
"17089","Kane County Health Department","[""http://www.kanehealth.com""]"
"24029","Kent County Health Department","[""http://www.kenthd.org""]"
"26081","Kent County Health Department","[""https://www.accesskent.com/Health/health_department.htm"",""https://www.facebook.com/kentcountyhealth/?ref=hl""]"
"53035","Kitsap Public Health District","[""http://www.kitsappublichealth.org"",""https://www.facebook.com/KitsapPublicHealthDistrict/"",""https://twitter.com/KitsapHealth""]"
"17095","Knox County Health Department","[""http://www.knoxcountyhealth.org""]"
"29103","Knox County Health Department","[""http://www.kchdhomehealth.com""]"
"39083","Knox County Health Department","[""https://www.knoxhealth.com/"",""https://www.facebook.com/knoxhealth/"",""https://twitter.com/knoxhealth/""]"
"47093","Knox County Health Department","[""http://www.knoxcounty.org/health"",""https://www.facebook.com/pages/Knox-County-Health-Department/212998385470"",""https://twitter.com/KnoxCoHealthTN""]"
"12069","Lake County Health Department","[""http://lake.flhealth.gov""]"
"18089","Lake County Health Department","[""https://www.lakecountyin.org/portal/group/health/page/default""]"
"46079","Lake County Health Department","[""http://www.lake.sd.gov/custom/community-health-nurse""]"
"27079","Le Sueur County Public Health","[""http://www.co.le-sueur.mn.us""]"
"12073","Leon County Health Department","[""http://www.co.leon.fl.us/lcphu/lcphu.htm""]"
"12075","Levy County Health Department","[""http://levy.floridahealth.gov""]"
"41043","Linn County Health Department","[""http://www.co.linn.or.us""]"
"39103","Medina County Health District","[""http://www.medinahealth.com""]"
"39107","Mercer County Health District","[""http://www.mchdohio.org""]"
"08077","Mesa County Health Department","[""http://health.mesacounty.us/"",""https://www.facebook.com/MesaCountyPublicHealth/"",""https://twitter.com/MC_PublicHealth""]"
"29135","Moniteau County Health Center","[""http://www.moniteaucountyhealth.org"",""https://www.facebook.com/moniteaucountyhealthcenter""]"
"06051","Mono County Health Department","[""http://www.monohealth.com""]"
"08085","Montrose County Public Health","[""http://www.co.montrose.co.us/107/Health-Human-Services""]"
"27097","Morrison County Public Health","[""http://www.co.morrison.mn.us/wsite/publichealth/public_health.htm""]"
"30067","Park County Health Department","[""http://www.parkcounty.org/government-departments/health-department/"",""https://twitter.com/parkcountyMT""]"
"01109","Pike County Health Department","[""http://www.alabamapublichealth.gov/pike/index.html"",""https://www.facebook.com/PikeCHD/""]"
"29163","Pike County Health Department","[""http://pikecountyhealth.org"",""https://www.facebook.com/bgpchd/"",""https://twitter.com/PikeCountyHD""]"
"04019","Pima County Health Department","[""http://webcms.pima.gov/government/health_department/"",""https://www.facebook.com/PimaCountyHealthDepartment"",""https://twitter.com/pchd""]"
"19153","Polk County Health Department","[""http://www.polkcountyiowa.gov/health"",""https://www.facebook.com/PolkCountyHealthDepartment/"",""https://twitter.com/polkcohealth""]"
"55095","Polk County Health Department","[""http://www.polkcountyhealthdept.org"",""https://www.facebook.com/PolkCountyHealthDepartment""]"
"26121","Public Health Muskegon County","[""http://www.muskegonhealth.net""]"
"27129","Renville County Public Health","[""http://www.renvillecountymn.com/departments/human_and_health_services/public_health/index.php""]"
"29179","Reynolds County Health Center","[""http://www.reynoldscopublichealth.org""]"
"18139","Rush County Health Department","[""http://www.rushcounty.in.gov/Public/CountyOffices/HealthDept/index.cfm""]"
"55111","Sauk County Health Department","[""https://www.co.sauk.wi.us/publichealth""]"
"36097","Schuyler County Public Health","[""http://www.schuylercounty.us/publichealth"",""https://www.facebook.com/SchuylerPublicHealth/"",""https://twitter.com/SchuylerCoPH""]"
"39145","Scioto County Health District","[""http://www.sciotocountyhealthdepartment.com""]"
"56033","Sheridan County Public Health","[""http://www.sheridancounty.com/info/cw/overview.php""]"
"21219","Todd County Health Department","[""http://www.mytchd.com"",""https://www.facebook.com/ToddCountyHealthDepartment""]"
"49049","Utah County Health Department","[""http://www.utahcountyhealth.org""]"
"19181","Warren County Health Services","[""http://www.co.warren.ia.us/Health_Services/HealthServices.html?Dept_Id=35&Page_Id=569""]"
"32031","Washoe County Health District","[""http://www.washoecounty.us/health""]"
"17197","Will County Health Department","[""http://www.willcountyhealth.org""]"
"55141","Wood County Health Department","[""http://www.co.wood.wi.us/Departments/Health/"",""https://www.facebook.com/pages/Wisconsin-Rapids-WI/Wood-County-Health-Department/125135237238""]"
"53077","Yakima County Health District","[""http://www.yakimahealthdistrict.org""]"
"06113","Yolo County Health Department","[""http://www.yolocounty.org"",""https://www.facebook.com/YoloHealthServices"",""https://twitter.com/YoloHealth""]"
"17001","Adams County Health Department","[""http://www.co.adams.il.us""]"
"53001","Adams County Health Department","[""http://www.co.adams.wa.us/departments/health_department/health.php"",""https://twitter.com/AdamsCountyIHCS""]"
"18003","Allen County Health Department","[""http://www.allencountyhealth.com/""]"
"39003","Allen County Health Department","[""http://www.allencountypublichealth.org"",""https://www.facebook.com/Allen-County-Health-Department-189873504254/"",""https://twitter.com/ACPublicHealth""]"
"37007","Anson County Health Department","[""http://www.co.anson.nc.us/health""]"
"13005","Bacon County Health Department","[""http://www.sehdph.org/"",""https://www.facebook.com/SoutheastHealthDistrict/"",""https://twitter.com/InfoatSEHD""]"
"41001","Baker County Health Department","[""http://www.bakercounty.org""]"
"29009","Barry County Health Department","[""https://www.facebook.com/Barry-County-Health-Department-555201981614176/""]"
"51021","Bland County Health Department","[""http://www.vdh.state.va.us/LHD/mtrogers/bland.htm""]"
"18011","Boone County Health Department","[""http://boonecounty.in.gov""]"
"54005","Boone County Health Department","[""http://www.boonecountyhealthdepartment.org"",""https://www.facebook.com/Boone-County-Health-Dept-142981012424795/""]"
"21021","Boyle County Health Department","[""http://www.boylecountyhealthdept.com""]"
"51520","Bristol City Health Department","[""http://www.vdh.state.va.us/LHD/mtrogers/bristol.htm""]"
"39015","Brown County Health Department","[""http://www.browncountyhealth.org/""]"
"55009","Brown County Health Department","[""http://www.co.brown.wi.us"",""https://twitter.com/BrownCoHealth""]"
"13029","Bryan County Health Department","[""http://www.gachd.org""]"
"24015","Cecil County Health Department","[""http://www.cecilcountyhealth.org"",""https://www.facebook.com/CecilCountyHealth"",""https://twitter.com/cecilcohealth""]"
"53007","Chelan-Douglas Health District","[""http://www.cdhd.wa.gov""]"
"53017","Chelan-Douglas Health District","[""http://www.cdhd.wa.gov""]"
"19037","Chickasaw County Public Health","[""http://www.chickasawcoia.org""]"
"32001","Churchill County Health Center","[""http://health.nv.gov/Nursing_ClinicLocations.htm""]"
"18019","Clark County Health Department","[""http://www.clarkhealth.net""]"
"21049","Clark County Health Department","[""http://www.clarkhealthdept.org""]"
"29045","Clark County Health Department","[""http://www.clarkcountyhd.org""]"
"55019","Clark County Health Department","[""http://www.co.clark.wi.us/index.aspx?nid=269""]"
"39027","Clinton County Health District","[""http://www.clincohd.com""]"
"47029","Cocke County Health Department","[""http://www.cockecountytn.gov/county-officials/health-department/""]"
"17029","Coles County Health Department","[""http://www.co.coles.il.us/cchd/index.html"",""https://www.facebook.com/ColesCountyHealthDepartment""]"
"48091","Comal County Health Department","[""http://www.co.comal.tx.us/Health.htm""]"
"01037","Coosa County Health Department","[""http://www.alabamapublichealth.gov/coosa/index.html""]"
"51045","Craig County Health Department","[""http://www.vdh.state.va.us/LHD/Alleghany/CraigCounty""]"
"41013","Crook County Health Department","[""http://co.crook.or.us""]"
"37059","Davie County Health Department","[""http://www.daviecountync.gov""]"
"06015","Del Norte County Public Health","[""http://www.co.del-norte.ca.us""]"
"19055","Delaware County Public  Health","[""http://www.regmedctr.org""]"
"12029","Dixie County Health Department","[""http://dixie.floridahealth.gov""]"
"48135","Ector County Health Department","[""http://www.co.ector.tx.us/page/ector.Home""]"
"13109","Evans County Health Department","[""http://www.sehdph.org/"",""https://www.facebook.com/SoutheastHealthDistrict"",""https://twitter.com/InfoatSEHD""]"
"13115","Floyd County Health Department","[""http://nwgapublichealth.org/counties/floyd/index.htm""]"
"51063","Floyd County Health Department","[""http://www.vdh.state.va.us/LHD/newriver/Floyd""]"
"51071","Giles County Health Department","[""http://www.vdh.state.va.us/LHD/newriver/Giles""]"
"06021","Glenn County Health Department","[""http://www.countyofglenn.net""]"
"54023","Grant County Health Department","[""http://www.grantcountyhealthdepartment.com""]"
"55043","Grant County Health Department","[""http://www.co.grant.wi.gov""]"
"55045","Green County Health Department","[""http://www.co.green.wi.gov""]"
"48183","Gregg County Health Department","[""http://www.co.gregg.tx.us/health-welfare""]"
"01067","Henry County Health Department","[""http://www.alabamapublichealth.gov/henry/index.html"",""https://www.facebook.com/HenryCountyHD/""]"
"18065","Henry County Health Department","[""http://www.henryco.net""]"
"39069","Henry County Health Department","[""http://www.henrycohd.org"",""https://www.facebook.com/henrycountyhealthdepartment"",""https://twitter.com/HenryCountyHD""]"
"26063","Huron County Health Department","[""https://www.hchd.us/""]"
"19101","Jefferson County Public Health","[""http://jeffersoncountyiowa.com""]"
"53031","Jefferson County Public Health","[""http://www.jeffersoncountypublichealth.org""]"
"37103","Jones County Health Department","[""http://www.jonescountyhealth.com"",""https://www.facebook.com/jonescountyhd""]"
"27067","Kandiyohi County Public Health","[""https://www.kcmn.us/departments/public_health/index.php""]"
"06031","Kings County Health Department","[""http://www.countyofkings.com""]"
"01075","Lamar County Health Department","[""http://www.alabamapublichealth.gov/lamar/index.html"",""https://www.facebook.com/LamarCHD""]"
"54041","Lewis County Health Department","[""http://www.lewishealthwv.com/"",""https://www.facebook.com/Lewis-County-Health-Department-351346558241998/""]"
"39089","Licking County Health District","[""http://www.lickingcohealth.org"",""https://www.facebook.com/lchealth"",""https://twitter.com/LickingHealth""]"
"51107","Loudoun County Health District","[""http://www.loudoun.gov/health""]"
"01087","Macon County Health Department","[""http://www.alabamapublichealth.gov/macon/index.html"",""https://www.facebook.com/MaconCHD/""]"
"17115","Macon County Health Department","[""http://www.maconcountyhealth.org""]"
"29121","Macon County Health Department","[""http://www.maconmohealth.org""]"
"54053","Mason County Health Department","[""http://www.masoncountyhealthdepartment.org/""]"
"40097","Mayes County Health Department","[""http://www.health.state.ok.us/chds/mayes""]"
"20119","Meade County Health Department","[""http://www.meadeco.org""]"
"48331","Milam County Health Department","[""http://www.milamcounty.net/healthdepartment.html""]"
"54059","Mingo County Health Department","[""http://www.mingocountyhealthdepartment.org/""]"
"37125","Moore County Health Department","[""http://www.moorecountync.gov/health"",""https://www.facebook.com/moorecountyhealth"",""https://twitter.com/mocohealth""]"
"39121","Noble County Health Department","[""http://www.noblecohd.org""]"
"26125","Oakland County Health Division","[""http://www.oakgov.com/health/"",""https://www.facebook.com/publichealthOC/"",""https://twitter.com/publichealthOC""]"
"34029","Ocean County Health Department","[""http://www.ochd.org""]"
"20139","Osage County Health Department","[""http://www.osageco.org/MV2Base.asp?VarCN=135""]"
"29151","Osage County Health Department","[""http://www.osagecountyhd.org"",""https://www.facebook.com/pages/Osage-County-Health-Department/148415825196026""]"
"12101","Pasco County Health Department","[""https://www.facebook.com/FLDepartmentofHealth"",""https://twitter.com/HealthyFla""]"
"40119","Payne County Health Department","[""http://www.health.state.ok.us/chds/payne/index.html""]"
"55091","Pepin County Health Department","[""https://www.co.pepin.wi.us/index.asp?SEC=080745F4-E23F-4CEC-BD6E-D6AFCCEF7507&Type=B_BASIC""]"
"01105","Perry County Health Department","[""http://www.alabamapublichealth.gov/perry/index.html"",""https://www.facebook.com/PerryCHD""]"
"17145","Perry County Health Department","[""http://www.perryhealth.net""]"
"29157","Perry County Health Department","[""http://Perrycountyhealth.com"",""https://www.facebook.com/pchdmo/""]"
"39127","Perry County Health Department","[""http://www.perryhealth.com/""]"
"04021","Pinal County Health Department","[""http://www.pinalcountyaz.gov/publichealth""]"
"55099","Price County Health Department","[""http://www.co.price.wi.us/203/Public-Health"",""https://www.facebook.com/pages/Price-County-Public-Health/133855289974403""]"
"51153","Prince William Health District","[""http://www.vdh.virginia.gov/prince-william/""]"
"51750","Radford City Health Department","[""http://www.vdh.state.va.us/LHD/newriver/Radford""]"
"34033","Salem County Health Department","[""http://www.cshealth.org""]"
"19163","Scott County Health Department","[""http://www.scottcountyiowa.com""]"
"51173","Smyth County Health Department","[""http://www.vdh.state.va.us/LHD/mtrogers/smyth.htm""]"
"29209","Stone County Health Department","[""https://stonecountyhealthdepartment.com/""]"
"51181","Surry County Health Department","[""http://www.vdh.state.va.us/LHD/crater/Surry.htm""]"
"37173","Swain County Health Department","[""http://www.swaincountync.gov/health-home.html"",""https://www.facebook.com/SwainHealth/""]"
"29213","Taney County Health Department","[""http://www.taneycohealth.org"",""https://www.facebook.com/taneycountyhealthdepartment/"",""https://twitter.com/taneycohealth""]"
"30099","Teton County Health Department","[""http://tetoncomt.org/health-department/""]"
"29215","Texas County Health Department","[""https://www.texascountyhealth.org/""]"
"30101","Toole County Health Department","[""http://www.toolecountymt.gov/department_health.html"",""https://www.facebook.com/nurse.toole/""]"
"12125","Union County Health Department","[""http://www.doh.state.fl.us/chdUnion/index.html""]"
"37179","Union County Health Department","[""http://www.co.union.nc.us/""]"
"41061","Union County Health Department","[""http://www.chdinc.org""]"
"13293","Upson County Health Department","[""http://www.district4health.org"",""https://www.facebook.com/District4Health"",""https://twitter.com/D4publichealth""]"
"26163","Wayne County Health Department","[""http://www.waynecounty.com/hhSvcs""]"
"37191","Wayne County Health Department","[""http://www.waynegov.com/health""]"
"54099","Wayne County Health Department","[""http://www.waynehealthdept.org"",""https://www.facebook.com/WayneCountyHealthDepartment""]"
"49057","Weber-Morgan Health Department","[""http://www.webermorganhealth.org""]"
"49029","Weber-Morgan Health Department","[""http://www.webermorganhealth.org""]"
"51197","Wythe County Health Department","[""http://www.vdh.state.va.us/LHD/mtrogers/wythe.htm""]"
"51007","Amelia County Health Department","[""http://www.vdh.state.va.us/LHD/Piedmont/Amelia/index.htm""]"
"04001","Apache County Health Department","[""https://www.co.apache.az.us/""]"
"39009","Athens County Health Department","[""http://www.health.athens.oh.us""]"
